language	iso_code	gloss	global_id	local_id	transcription	cognate_class	notes
KK-Kokdarya 3	kaa	name	1405	name	atɨ	B	Origin: Turkic
KK-Kokdarya 3	kaa	I	1209	I	mʲen	A	Origin: Turkic
KK-Kokdarya 3	kaa	you	1213	you	sʲen	A	Origin: Turkic
KK-Kokdarya 3	kaa	he	1211	he	wɔl	A	Origin: Turkic
KK-Kokdarya 3	kaa	we	1212	we	bɪzlʲɛr	B	Origin: Turkic
KK-Kokdarya 3	kaa	you	1213	you	sɪzlʲɛr	A	Origin: Turkic
KK-Kokdarya 3	kaa	they	817	they	wolar	A	Origin: Turkic
KK-Kokdarya 4	kaa	far	1406	far	uzaq	A	Origin: Turkic
KK-Kokdarya 4	kaa	right	1019	right	wɔŋ	A	Origin: Turkic
KK-Kokdarya 4	kaa	left	244	left	sɔl	A	Origin: Turkic
KK-Kokdarya 4	kaa	name	1405	name	at	B	Origin: Turkic
KK-Kokdarya 4	kaa	I	1209	I	mʲen	A	Origin: Turkic
KK-Kokdarya 4	kaa	you	1213	you	sʲen	A	Origin: Turkic
KK-Kokdarya 4	kaa	he	1211	he	wɔl	A	Origin: Turkic
KK-Kokdarya 4	kaa	we	1212	we	bɪzlʲer	B	Origin: Turkic
KK-Kokdarya 4	kaa	you	1213	you	sɪzlʲer	A	Origin: Turkic
KK-Kokdarya 4	kaa	they	817	they	wolar	A	Origin: Turkic
KK-Shege 1	kaa	far	1406	far	ɒlɜs	B	Origin: Turkic
KK-Shege 1	kaa	right	1019	right	wɔŋ	A	Origin: Turkic
KK-Shege 1	kaa	left	244	left	ʃɪp	B	Origin: Iranian
KK-Shege 1	kaa	name	1405	name	ism	A	Origin: Arabian
KK-Shege 1	kaa	I	1209	I	mʲen	A	Origin: Turkic
KK-Shege 1	kaa	you	1213	you	sʲen	A	Origin: Turkic
KK-Shege 1	kaa	he	1211	he	wɔl	A	Origin: Turkic
KK-Shege 1	kaa	we	1212	we	bɪzlʲer	B	Origin: Turkic
KK-Shege 1	kaa	you	1213	you	sɪzlʲer	A	Origin: Turkic
KK-Shege 1	kaa	they	817	they	wɔlar	A	Origin: Turkic
KK-Shege 2	kaa	far	1406	far	uzaq	A	Origin: Turkic
KK-Shege 2	kaa	right	1019	right	wɔŋ	A	Origin: Turkic
KK-Shege 2	kaa	left	244	left	ʃɪp	B	Origin: Turkic
KK-Shege 2	kaa	name	1405	name	at	B	Origin: Turkic
KK-Shege 2	kaa	I	1209	I	mʲen	A	Origin: Turkic
KK-Shege 2	kaa	you	1213	you	sʲen	A	Origin: Turkic
KK-Shege 2	kaa	he	1211	he	wɔl	A	Origin: Turkic
KK-Shege 2	kaa	we	1212	we	bɪzlʲer	B	Origin: Turkic
KK-Shege 2	kaa	you	1213	you	sɪzlʲer	A	Origin: Turkic
KK-Shege 2	kaa	they	817	they	wɔlar	A	Origin: Turkic
KK-Shege 3	kaa	far	1406	far	ɒlɨs	B	Origin: Turkic
KK-Shege 3	kaa	right	1019	right	wɔŋ	A	Origin: Turkic
KK-Shege 3	kaa	left	244	left	ʃɪp	B	
KK-Shege 3	kaa	name	1405	name	at	B	Origin: Turkic
KK-Shege 3	kaa	I	1209	I	mʲen	A	Origin: Turkic
KK-Shege 3	kaa	you	1213	you	sʲen	A	Origin: Turkic
KK-Shege 3	kaa	he	1211	he	wɔl	A	Origin: Turkic
KK-Shege 3	kaa	we	1212	we	bɪzlʲɛr	B	Origin: Turkic
KK-Shege 3	kaa	you	1213	you	sɪzlʲɛr	A	Origin: Turkic
KK-Shege 3	kaa	they	817	they	wɔlar	A	Origin: Turkic
KK-Shege 4	kaa	far	1406	far	ʉzaq	A	Origin: Turkic
KK-Shege 4	kaa	right	1019	right	wɔŋ	A	Origin: Turkic
KK-Shege 4	kaa	left	244	left	sɔl	A	Origin: Iranian
KK-Shege 4	kaa	name	1405	name	at	B	Origin: Turkic
KK-Shege 4	kaa	I	1209	I	mʲen	A	Origin: Turkic
KK-Shege 4	kaa	you	1213	you	sʲen	A	Origin: Turkic
KK-Shege 4	kaa	he	1211	he	wɔl	A	Origin: Turkic
KK-Shege 4	kaa	we	1212	we	bɪzlʲɛr	B	Origin: Turkic
KK-Shege 4	kaa	you	1213	you	sɪzlʲɛr	A	Origin: Turkic
KK-Shege 4	kaa	they	817	they	wɔlar	A	Origin: Turkic
U-Hitoy 1	uzb	far	1406	far	uzaq	A	Origin: Turkic
U-Hitoy 1	uzb	right	1019	right	wɔŋ	A	Origin: Turkic
U-Hitoy 1	uzb	left	244	left	sɔl	A	Origin: Turkic
U-Hitoy 1	uzb	name	1405	name	at	B	Origin: Turkic
U-Hitoy 1	uzb	I	1209	I	mʲen	A	Origin: Turkic
U-Hitoy 1	uzb	you	1213	you	sʲen	A	Origin: Turkic
U-Hitoy 1	uzb	he	1211	he	wɔl	A	Origin: Turkic
U-Hitoy 1	uzb	we	1212	we	bɪz̥	A	Origin: Turkic
U-Hitoy 1	uzb	you	1213	you	sɪz̥	B	Origin: Turkic
U-Hitoy 1	uzb	they	817	they	wolar	A	Origin: Turkic
U-Hitoy 2	uzb	far	1406	far	ʊzaq	A	Origin: Turkic
U-Hitoy 2	uzb	right	1019	right	wɔŋ	A	Origin: Turkic
U-Hitoy 2	uzb	left	244	left	sɔl	A	Origin: Turkic
U-Hitoy 2	uzb	name	1405	name	at	B	Origin: Turkic
U-Hitoy 2	uzb	I	1209	I	mʲen	A	Origin: Turkic
U-Hitoy 2	uzb	you	1213	you	sʲen	A	Origin: Turkic
U-Hitoy 2	uzb	he	1211	he	wɔl	A	Origin: Turkic
U-Hitoy 2	uzb	we	1212	we	bɪzlʲer	B	Origin: Turkic
U-Hitoy 2	uzb	you	1213	you	sɪzlʲer	A	Origin: Turkic
U-Hitoy 2	uzb	they	817	they	wɔlar	A	Origin: Turkic
U-Hitoy 3	uzb	far	1406	far	alɜs	B	Origin: Turkic
U-Hitoy 3	uzb	right	1019	right	wɔŋ	A	Origin: Turkic
U-Hitoy 3	uzb	left	244	left	ʧɪp	B	Origin: Iranian
U-Hitoy 3	uzb	name	1405	name	at	B	Origin: Turkic
U-Hitoy 3	uzb	I	1209	I	mʲen	A	Origin: Turkic
U-Hitoy 3	uzb	you	1213	you	sʲen	A	Origin: Turkic
U-Hitoy 3	uzb	he	1211	he	wɔl	A	Origin: Turkic
U-Hitoy 3	uzb	we	1212	we	bɪzlʲer	B	Origin: Turkic
U-Hitoy 3	uzb	you	1213	you	sɪzlʲer̯	A	Origin: Turkic
U-Hitoy 3	uzb	they	817	they	wɔlar	A	Origin: Turkic
U-Novmetan 3	uzb	far	1406	far	uzɔq	A	Origin: Turkic
U-Novmetan 3	uzb	right	1019	right	ʉŋa	A	Origin: Turkic
U-Novmetan 3	uzb	left	244	left	ʧap	B	Origin: Iranian
U-Novmetan 3	uzb	name	1405	name	ism	A	Origin: Arabian
U-Novmetan 3	uzb	I	1209	I	mʲɛn	A	Origin: Turkic
U-Novmetan 3	uzb	you	1213	you	sen	A	Origin: Turkic
U-Novmetan 3	uzb	he	1211	he	u	A	Origin: Turkic
U-Novmetan 3	uzb	we	1212	we	bizlar	B	Origin: Turkic
U-Novmetan 3	uzb	you	1213	you	sɨz	B	Origin: Turkic
U-Novmetan 3	uzb	they	817	they	ular	A	Origin: Turkic
U-Soy Mahalla 1	uzb	far	1406	far	uzɒq	A	Origin: Turkic
U-Soy Mahalla 1	uzb	right	1019	right	ɔŋ	A	Origin: Turkic
U-Soy Mahalla 1	uzb	left	244	left	ʧap	B	Origin: Iranian
U-Soy Mahalla 1	uzb	name	1405	name	ism	A	Origin: Arabian
U-Soy Mahalla 1	uzb	I	1209	I	mʲɛn	A	Origin: Turkic
U-Soy Mahalla 1	uzb	you	1213	you	sʲɛn	A	Origin: Turkic
U-Soy Mahalla 1	uzb	he	1211	he	ʊ	A	Origin: Turkic
U-Soy Mahalla 1	uzb	we	1212	we	bɪz̥	A	Origin: Turkic
U-Soy Mahalla 1	uzb	you	1213	you	sɪz̥	B	Origin: Turkic
U-Soy Mahalla 1	uzb	they	817	they	ʊlar	A	Origin: Turkic
U-Soy Mahalla 2	uzb	far	1406	far	uzɒq	A	Origin: Turkic
U-Soy Mahalla 2	uzb	right	1019	right	wɔŋ	A	Origin: Turkic
U-Soy Mahalla 2	uzb	left	244	left	ʧap	B	Origin: Iranian
U-Soy Mahalla 2	uzb	name	1405	name	nɔm	C	Origin: Iranian
U-Soy Mahalla 2	uzb	I	1209	I	mʲen	A	Origin: Turkic
U-Soy Mahalla 2	uzb	you	1213	you	sʲen	A	Origin: Turkic
U-Soy Mahalla 2	uzb	he	1211	he	ʊ	A	Origin: Turkic
U-Soy Mahalla 2	uzb	we	1212	we	bɨz̥	A	Origin: Turkic
U-Soy Mahalla 2	uzb	you	1213	you	sɨz̥	B	Origin: Turkic
U-Soy Mahalla 2	uzb	they	817	they	ular	A	Origin: Turkic
U-Soy Mahalla 3	uzb	far	1406	far	uzaq	A	Origin: Turkic
U-Soy Mahalla 3	uzb	right	1019	right	wɔŋ	A	Origin: Turkic
U-Soy Mahalla 3	uzb	left	244	left	ʧap	B	Origin: Iranian
U-Soy Mahalla 3	uzb	name	1405	name	isəm	A	Origin: Arabian
U-Soy Mahalla 3	uzb	I	1209	I	mʲen	A	Origin: Turkic
U-Soy Mahalla 3	uzb	you	1213	you	sʲen	A	Origin: Turkic
U-Soy Mahalla 3	uzb	he	1211	he	ʊ	A	Origin: Turkic
U-Soy Mahalla 3	uzb	we	1212	we	bɨz̥	A	Origin: Turkic
U-Soy Mahalla 3	uzb	you	1213	you	sɨz̥	B	Origin: Turkic
U-Soy Mahalla 3	uzb	they	817	they	ular	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	far	1406	far	uzɔq	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	right	1019	right	wʊŋ	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	left	244	left	ʧap	B	Origin: Iranian
U-Urtoqqishloq 1	uzb	name	1405	name	ism̩	A	Origin: Arabian
U-Urtoqqishloq 1	uzb	I	1209	I	mʲɛn	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	you	1213	you	sʲɛn	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	he	1211	he	u	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	we	1212	we	bɪz̥	A	Origin: Turkic
U-Urtoqqishloq 1	uzb	you	1213	you	sɪz̥	B	Origin: Turkic
U-Urtoqqishloq 1	uzb	they	817	they	ular	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	far	1406	far	uzɒq	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	right	1019	right	wʊŋ	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	left	244	left	ʧap	B	Origin: Iranian
U-Urtoqqishloq 2	uzb	name	1405	name	wɔt	B	Origin: Turkic
U-Urtoqqishloq 2	uzb	I	1209	I	mʲen	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	you	1213	you	sʲen	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	he	1211	he	u	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	we	1212	we	bɪs	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	you	1213	you	sɪzlar	A	Origin: Turkic
U-Urtoqqishloq 2	uzb	they	817	they	ʊlar	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	far	1406	far	uzɔq	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	right	1019	right	wʊŋ	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	left	244	left	ʧap	B	Origin: Iranian
U-Urtoqqishloq 3	uzb	name	1405	name	ism̩	A	Origin: Arabian
U-Urtoqqishloq 3	uzb	I	1209	I	mʲen	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	you	1213	you	sʲen	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	he	1211	he	ʊ	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	we	1212	we	bɪzlar	B	Origin: Turkic
U-Urtoqqishloq 3	uzb	you	1213	you	sɪzlar	A	Origin: Turkic
U-Urtoqqishloq 3	uzb	they	817	they	ʊlar	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	far	1406	far	uzɒq	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	right	1019	right	ʊŋ	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	left	244	left	ʧap	B	Origin: Iranian
U-Urtoqqishloq 4	uzb	name	1405	name	wɔt	B	Origin: Turkic
U-Urtoqqishloq 4	uzb	I	1209	I	mʲen	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	you	1213	you	sʲen	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	he	1211	he	ʊ	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	we	1212	we	bez	A	Origin: Turkic
U-Urtoqqishloq 4	uzb	you	1213	you	sɪz̥	B	Origin: Turkic
U-Urtoqqishloq 4	uzb	they	817	they	ʊlar	A	Origin: Turkic
U-Zarmanak 3	uzb	far	1406	far	uzɔq	A	Origin: Turkic
U-Zarmanak 3	uzb	right	1019	right	uŋ	A	Origin: Turkic
U-Zarmanak 3	uzb	left	244	left	ʧap	B	Origin: Iranian
U-Zarmanak 3	uzb	name	1405	name	ism	A	Origin: Arabian
U-Zarmanak 3	uzb	I	1209	I	mʲen	A	Origin: Turkic
U-Zarmanak 3	uzb	you	1213	you	sʲen	A	Origin: Turkic
U-Zarmanak 3	uzb	he	1211	he	u	A	Origin: Turkic
U-Zarmanak 3	uzb	we	1212	we	bizlar	B	Origin: Turkic
U-Zarmanak 3	uzb	you	1213	you	sizlar	A	Origin: Turkic
U-Zarmanak 3	uzb	they	817	they	ular	A	Origin: Turkic
U-Zarmanak 4	uzb	far	1406	far	uzɔq	A	Origin: Turkic
U-Zarmanak 4	uzb	right	1019	right	ʉŋ	A	Origin: Turkic
U-Zarmanak 4	uzb	left	244	left	ʧap	B	Origin: Iranian
U-Zarmanak 4	uzb	name	1405	name	isəm	A	Origin: Arabian
U-Zarmanak 4	uzb	I	1209	I	mʲɛn	A	Origin: Turkic
U-Zarmanak 4	uzb	he	1211	he	u	A	Origin: Turkic
U-Zarmanak 4	uzb	we	1212	we	bɨz̥	A	Origin: Turkic
U-Zarmanak 4	uzb	they	817	they	ular	A	Origin: Turkic
T-Agalyk	tgk	far	1406	far	dur	E	Origin: Iranian
T-Agalyk	tgk	right	1019	right	rɔst	B	Origin: Iranian
T-Agalyk	tgk	left	244	left	ʧap	B	Origin: Iranian
T-Agalyk	tgk	name	1405	name	nɔm	C	Origin: Iranian
T-Agalyk	tgk	I	1209	I	man	B	Origin: Iranian
T-Agalyk	tgk	you	1213	you	tu	B	Origin: Iranian
T-Agalyk	tgk	he	1211	he	ɔn	B	Origin: Iranian
T-Agalyk	tgk	we	1212	we	mɔ	D	Origin: Iranian
T-Agalyk	tgk	they	817	they	ɔnhɔ	B	Origin: Iranian
T-Kamangaron 1	tgk	far	1406	far	dyr	E	Origin: Iranian
T-Kamangaron 1	tgk	right	1019	right	rɔst	B	Origin: Iranian
T-Kamangaron 1	tgk	left	244	left	ʧap	B	Origin: Iranian
T-Kamangaron 1	tgk	name	1405	name	nɔm	C	Origin: Iranian
T-Kamangaron 1	tgk	I	1209	I	man	B	Origin: Iranian
T-Kamangaron 1	tgk	you	1213	you	tu	B	Origin: Iranian
T-Kamangaron 1	tgk	he	1211	he	vaj	C	Origin: Iranian
T-Kamangaron 1	tgk	we	1212	we	mɔhɔn	E	Origin: Iranian
T-Kamangaron 1	tgk	you	1213	you	ʃumɔjɔn	D	Origin: Iranian
T-Kamangaron 1	tgk	they	817	they	vajhɔ	C	Origin: Iranian
T-Kamangaron 2	tgk	far	1406	far	dur	E	Origin: Iranian
T-Kamangaron 2	tgk	right	1019	right	rɔst	B	Origin: Iranian
T-Kamangaron 2	tgk	left	244	left	ʧap	B	Origin: Iranian
T-Kamangaron 2	tgk	name	1405	name	nɔm	C	Origin: Iranian
T-Kamangaron 2	tgk	I	1209	I	man	B	Origin: Iranian
T-Kamangaron 2	tgk	you	1213	you	tu	B	Origin: Iranian
T-Kamangaron 2	tgk	he	1211	he	vaj	C	Origin: Iranian
T-Kamangaron 2	tgk	we	1212	we	mɔ	D	Origin: Iranian
T-Kamangaron 2	tgk	you	1213	you	ʃumɔ	C	Origin: Iranian
T-Kamangaron 2	tgk	they	817	they	unɔ	D	Origin: Iranian
T-Kamangaron 3	tgk	far	1406	far	dur	E	Origin: Iranian
T-Kamangaron 3	tgk	right	1019	right	rɔst	B	Origin: Iranian
T-Kamangaron 3	tgk	left	244	left	ʧap	B	Origin: Iranian
T-Kamangaron 3	tgk	name	1405	name	nɔm	C	Origin: Iranian
T-Kamangaron 3	tgk	I	1209	I	man	B	Origin: Iranian
T-Kamangaron 3	tgk	you	1213	you	tu	B	Origin: Iranian
T-Kamangaron 3	tgk	we	1212	we	mɔhɔn	E	Origin: Iranian
T-Kamangaron 3	tgk	they	817	they	vajhɔ	C	Origin: Iranian
T-Kamangaron 4	tgk	far	1406	far	dur	E	Origin: Iranian
T-Kamangaron 4	tgk	right	1019	right	rɔst	B	Origin: Iranian
T-Kamangaron 4	tgk	left	244	left	ʧap	B	Origin: Iranian
T-Kamangaron 4	tgk	name	1405	name	nɔm	C	Origin: Iranian
T-Kamangaron 4	tgk	I	1209	I	man	B	Origin: Iranian
T-Kamangaron 4	tgk	you	1213	you	tu	B	Origin: Iranian
T-Kamangaron 4	tgk	he	1211	he	vaj	C	Origin: Iranian
T-Kamangaron 4	tgk	we	1212	we	mɔhɔ̃n	E	Origin: Iranian
T-Kamangaron 4	tgk	you	1213	you	ʃumɔhɔn	D	Origin: Iranian
T-Kamangaron 4	tgk	they	817	they	vajhɔ	C	Origin: Iranian
T-Kaptarhona 1	tgk	far	1406	far	dur	E	Origin: Iranian
T-Kaptarhona 1	tgk	right	1019	right	rɔst	B	Origin: Iranian
T-Kaptarhona 1	tgk	left	244	left	ʧap	B	Origin: Iranian
T-Kaptarhona 1	tgk	name	1405	name	nom	C	Origin: Iranian
T-Kaptarhona 1	tgk	I	1209	I	man	B	Origin: Iranian
T-Kaptarhona 1	tgk	you	1213	you	tɨ	B	Origin: Iranian
T-Kaptarhona 1	tgk	he	1211	he	vaj	C	Origin: Iranian
T-Kaptarhona 1	tgk	you	1213	you	ʃumɔ	C	Origin: Iranian
T-Kaptarhona 1	tgk	they	817	they	βajɔ	C	Origin: Iranian
T-Kaptarhona 2	tgk	far	1406	far	dur	E	Origin: Iranian
T-Kaptarhona 2	tgk	right	1019	right	rɔst	B	Origin: Iranian
T-Kaptarhona 2	tgk	left	244	left	ʧap	B	Origin: Iranian
T-Kaptarhona 2	tgk	name	1405	name	nɔm	C	Origin: Iranian
T-Kaptarhona 2	tgk	I	1209	I	man	B	Origin: Iranian
T-Kaptarhona 2	tgk	you	1213	you	tu	B	Origin: Iranian
T-Kaptarhona 2	tgk	he	1211	he	vaj	C	Origin: Iranian
T-Kaptarhona 2	tgk	we	1212	we	mɔ	D	Origin: Iranian
T-Kaptarhona 2	tgk	you	1213	you	ʃumɔ	C	Origin: Iranian
T-Kaptarhona 2	tgk	they	817	they	vajɔ	C	Origin: Iranian
T-Kaptarhona 3	tgk	far	1406	far	dur	E	Origin: Iranian
T-Kaptarhona 3	tgk	right	1019	right	rɔst	B	Origin: Iranian
T-Kaptarhona 3	tgk	left	244	left	ʧap	B	Origin: Iranian
T-Kaptarhona 3	tgk	name	1405	name	nʊm	C	Origin: Iranian
T-Kaptarhona 3	tgk	I	1209	I	man	B	Origin: Iranian
T-Kaptarhona 3	tgk	he	1211	he	vajɔ	C	Origin: Iranian
T-Kaptarhona 3	tgk	we	1212	we	mɔ	D	Origin: Iranian
T-Kaptarhona 3	tgk	you	1213	you	ʃumɔ	C	Origin: Iranian
T-Kaptarhona 3	tgk	they	817	they	vajɔ	C	Origin: Iranian
T-Kaptarhona 4	tgk	far	1406	far	dur	E	Origin: Iranian
T-Kaptarhona 4	tgk	right	1019	right	rɔst	B	Origin: Iranian
T-Kaptarhona 4	tgk	left	244	left	ʧap	B	Origin: Iranian
T-Kaptarhona 4	tgk	name	1405	name	nɔm	C	Origin: Iranian
T-Kaptarhona 4	tgk	I	1209	I	man	B	Origin: Iranian
T-Kaptarhona 4	tgk	you	1213	you	tø	B	Origin: Iranian
T-Kaptarhona 4	tgk	he	1211	he	vaj	C	Origin: Iranian
T-Kaptarhona 4	tgk	we	1212	we	mɔ	D	Origin: Iranian
T-Kaptarhona 4	tgk	you	1213	you	ʃumɔ	C	Origin: Iranian
T-Kaptarhona 4	tgk	they	817	they	vajɔ	C	Origin: Iranian
T-Kaptarhona 5	tgk	far	1406	far	dur	E	Origin: Iranian
T-Kaptarhona 5	tgk	right	1019	right	rɔst	B	Origin: Iranian
T-Kaptarhona 5	tgk	left	244	left	ʧap	B	Origin: Iranian
T-Kaptarhona 5	tgk	name	1405	name	num	C	Origin: Iranian
T-Kaptarhona 5	tgk	I	1209	I	mɛn	B	Origin: Iranian
T-Kaptarhona 5	tgk	you	1213	you	tø	B	Origin: Iranian
T-Kaptarhona 5	tgk	he	1211	he	vaj	C	Origin: Iranian
T-Kaptarhona 5	tgk	we	1212	we	mɔ	D	Origin: Iranian
T-Kaptarhona 5	tgk	you	1213	you	ʃumɔ	C	Origin: Iranian
T-Kaptarhona 5	tgk	they	817	they	vajɔ	C	Origin: Iranian
T-Navdî 1	tgk	far	1406	far	dur	E	Origin: Iranian
T-Navdî 1	tgk	right	1019	right	rɔst	B	Origin: Iranian
T-Navdî 1	tgk	left	244	left	ʧap	B	Origin: Iranian
T-Navdî 1	tgk	name	1405	name	nɔm	C	Origin: Iranian
T-Navdî 1	tgk	I	1209	I	man	B	Origin: Iranian
T-Navdî 1	tgk	you	1213	you	tu	B	Origin: Iranian
T-Navdî 1	tgk	he	1211	he	vaj	C	Origin: Iranian
T-Navdî 1	tgk	we	1212	we	mɔ	D	Origin: Iranian
T-Navdî 1	tgk	you	1213	you	ʃumɔ	C	Origin: Iranian
T-Navdî 1	tgk	they	817	they	ɔnhɔ	B	Origin: Iranian
T-Navdî 2	tgk	far	1406	far	dur	E	Origin: Iranian
T-Navdî 2	tgk	right	1019	right	rɔst	B	Origin: Iranian
T-Navdî 2	tgk	left	244	left	ʧap	B	Origin: Iranian
T-Navdî 2	tgk	name	1405	name	nɔm	C	Origin: Iranian
T-Navdî 2	tgk	I	1209	I	mn̩	B	Origin: Iranian
T-Navdî 2	tgk	you	1213	you	tʊ	B	Origin: Iranian
T-Navdî 2	tgk	he	1211	he	vaj	C	Origin: Iranian
T-Navdî 2	tgk	we	1212	we	mɔ	D	Origin: Iranian
T-Navdî 2	tgk	you	1213	you	ʃumɔ	C	Origin: Iranian
T-Navdî 2	tgk	they	817	they	ɔnhɔ	B	Origin: Iranian
T-Navdî 3	tgk	far	1406	far	dur	E	Origin: Iranian
T-Navdî 3	tgk	right	1019	right	rɔst	B	Origin: Iranian
T-Navdî 3	tgk	left	244	left	ʧap	B	Origin: Iranian
T-Navdî 3	tgk	name	1405	name	nɔm	C	Origin: Iranian
T-Navdî 3	tgk	I	1209	I	man	B	Origin: Iranian
T-Navdî 3	tgk	he	1211	he	vaj	C	Origin: Iranian
T-Navdî 3	tgk	we	1212	we	mɔjɔn	E	Origin: Iranian
T-Navdî 3	tgk	you	1213	you	ʃumɔ	C	Origin: Iranian
T-Navdî 3	tgk	they	817	they	ɔnhɔ	B	Origin: Iranian
T-Nimich 1	tgk	far	1406	far	dur	E	Origin: Iranian
T-Nimich 1	tgk	right	1019	right	rɔst	B	Origin: Iranian
T-Nimich 1	tgk	left	244	left	ʧap	B	Origin: Iranian
T-Nimich 1	tgk	name	1405	name	nɔm	C	Origin: Iranian
T-Nimich 1	tgk	I	1209	I	man	B	Origin: Iranian
T-Nimich 1	tgk	he	1211	he	vaj	C	Origin: Iranian
T-Nimich 1	tgk	we	1212	we	mɔ	D	Origin: Iranian
T-Nimich 1	tgk	you	1213	you	ʃumɔ	C	Origin: Iranian
T-Nimich 1	tgk	they	817	they	ɔnhɔ	B	Origin: Iranian
T-Nimich 2	tgk	far	1406	far	dur	E	Origin: Iranian
T-Nimich 2	tgk	right	1019	right	rɔst	B	Origin: Iranian
T-Nimich 2	tgk	left	244	left	ʧap	B	Origin: Iranian
T-Nimich 2	tgk	name	1405	name	nɔm	C	Origin: Iranian
T-Nimich 2	tgk	I	1209	I	man	B	Origin: Iranian
T-Nimich 2	tgk	you	1213	you	tʊ	B	Origin: Iranian
T-Nimich 2	tgk	he	1211	he	vaj	C	Origin: Iranian
T-Nimich 2	tgk	we	1212	we	mɔˑ	D	Origin: Iranian
T-Nimich 2	tgk	you	1213	you	ʃumɔ	C	Origin: Iranian
T-Nimich 2	tgk	they	817	they	ɔnhɔ	B	Origin: Iranian
T-Nimich 3	tgk	far	1406	far	dur	E	Origin: Iranian
T-Nimich 3	tgk	right	1019	right	rɔst	B	Origin: Iranian
T-Nimich 3	tgk	left	244	left	ʧap	B	Origin: Iranian
T-Nimich 3	tgk	name	1405	name	nʊm	C	Origin: Iranian
T-Nimich 3	tgk	I	1209	I	man	B	Origin: Iranian
T-Nimich 3	tgk	you	1213	you	tʊ	B	Origin: Iranian
T-Nimich 3	tgk	he	1211	he	ʊ	A	Origin: Iranian
T-Nimich 3	tgk	we	1212	we	mɔ	D	Origin: Iranian
T-Nimich 3	tgk	you	1213	you	ʃumɔ	C	Origin: Iranian
T-Nimich 3	tgk	they	817	they	ɔnhɔ	B	Origin: Iranian
T-Nimich 4	tgk	far	1406	far	dur	E	Origin: Iranian
T-Nimich 4	tgk	right	1019	right	rɔst	B	Origin: Iranian
T-Nimich 4	tgk	left	244	left	ʧap	B	Origin: Iranian
T-Nimich 4	tgk	name	1405	name	num	C	Origin: Iranian
T-Nimich 4	tgk	I	1209	I	mn̩	B	Origin: Iranian
T-Nimich 4	tgk	you	1213	you	tə	B	Origin: Iranian
T-Nimich 4	tgk	he	1211	he	ʊ	A	Origin: Iranian
T-Nimich 4	tgk	we	1212	we	mɔ	D	Origin: Iranian
T-Nimich 4	tgk	you	1213	you	ʃmɔ	C	Origin: Iranian
T-Nimich 4	tgk	they	817	they	ʊwɔ	E	Origin: Iranian
T-Novmetan 1	tgk	far	1406	far	dur	E	Origin: Iranian
T-Novmetan 1	tgk	right	1019	right	rɔst	B	Origin: Iranian
T-Novmetan 1	tgk	left	244	left	ʧap	B	Origin: Iranian
T-Novmetan 1	tgk	name	1405	name	nɔ̃m	C	Origin: Iranian
T-Novmetan 1	tgk	I	1209	I	mʲɛn	B	Origin: Iranian
T-Novmetan 1	tgk	you	1213	you	tu	B	Origin: Iranian
T-Novmetan 1	tgk	he	1211	he	in	D	Origin: Iranian
T-Novmetan 1	tgk	we	1212	we	mɔhɔ	E	Origin: Iranian
T-Novmetan 1	tgk	you	1213	you	ʃumɔː	C	Origin: Iranian
T-Novmetan 1	tgk	they	817	they	unɔ	D	Origin: Iranian
T-Novmetan 2	tgk	far	1406	far	dur	E	Origin: Iranian
T-Novmetan 2	tgk	right	1019	right	rɔst	B	Origin: Iranian
T-Novmetan 2	tgk	left	244	left	ʧap	B	Origin: Iranian
T-Novmetan 2	tgk	name	1405	name	nɔm	C	Origin: Iranian
T-Novmetan 2	tgk	I	1209	I	man	B	Origin: Iranian
T-Novmetan 2	tgk	you	1213	you	tu	B	Origin: Iranian
T-Novmetan 2	tgk	he	1211	he	vaj	C	Origin: Iranian
T-Novmetan 2	tgk	we	1212	we	mɔhɔ	E	Origin: Iranian
T-Novmetan 2	tgk	you	1213	you	ʃumɔhɔ	D	Origin: Iranian
